timestamp,order_id,instrument,side,type,quantity,price,action
1749282470070016810,35,INST178,SELL,LIMIT,25,255.50,MODIFY
1749282470070019906,20,INST198,BUY,LIMIT,235,0,CANCEL
1749282470070028338,48,INST020,SELL,LIMIT,65,166.67,NEW
1749282470070037336,23,INST061,BUY,LIMIT,5,70.27,MODIFY
1749282470070039108,46,INST141,SELL,LIMIT,345,183.01,MODIFY
1749282470070045489,49,INST068,BUY,MARKET,585,0,NEW
1749282470070046778,50,INST200,SELL,MARKET,350,0,NEW
1749282470070048480,39,INST068,SELL,LIMIT,300,298.37,MODIFY
1749282470070055566,51,INST177,BUY,MARKET,585,0,NEW
1749282470070062359,52,INST137,SELL,MARKET,305,0,NEW
1749282470070071984,32,INST117,SELL,LIMIT,995,123.52,MODIFY
1749282470070072223,53,INST126,SELL,LIMIT,90,183.24,NEW
1749282470070081502,54,INST053,BUY,LIMIT,975,495.96,NEW
1749282470070090345,55,INST178,BUY,LIMIT,625,178.79,NEW
1749282470070092474,56,INST164,BUY,MARKET,270,0,NEW
1749282470070093184,57,INST148,SELL,MARKET,530,0,NEW
1749282470070100054,58,INST184,BUY,MARKET,400,0,NEW
1749282470070105375,4,INST008,BUY,LIMIT,245,0,CANCEL
1749282470070111104,59,INST194,SELL,MARKET,90,0,NEW
1749282470070113669,60,INST018,BUY,MARKET,525,0,NEW
1749282470070120323,40,INST016,BUY,LIMIT,910,0,CANCEL
1749282470070126075,23,INST061,BUY,MARKET,675,0,CANCEL
1749282470070134473,61,INST136,SELL,LIMIT,335,192.01,NEW
1749282470070138230,36,INST077,SELL,LIMIT,665,353.42,MODIFY
1749282470070146896,62,INST164,SELL,LIMIT,845,199.77,NEW
1749282470070150701,36,INST077,SELL,LIMIT,5,356.04,MODIFY
1749282470070158732,63,INST116,SELL,MARKET,5,0,NEW
1749282470070165571,64,INST124,SELL,LIMIT,120,133.15,NEW
1749282470070175059,27,INST136,BUY,LIMIT,645,139.78,MODIFY
1749282470070184751,65,INST072,BUY,MARKET,755,0,NEW
1749282470070187750,66,INST060,BUY,MARKET,780,0,NEW
1749282470070190954,67,INST142,SELL,MARKET,150,0,NEW
1749282470070197513,68,INST148,BUY,LIMIT,925,142.55,NEW
1749282470070200150,69,INST038,SELL,MARKET,515,0,NEW
1749282470070200790,70,INST049,BUY,MARKET,980,0,NEW
1749282470070206484,15,INST121,BUY,MARKET,585,0,CANCEL
1749282470070209753,49,INST068,BUY,LIMIT,835,116.40,MODIFY
1749282470070217806,71,INST158,SELL,MARKET,550,0,NEW
1749282470070222132,72,INST192,SELL,LIMIT,620,168.79,NEW
1749282470070224335,62,INST164,SELL,LIMIT,995,192.48,MODIFY
1749282470070230172,70,INST049,BUY,LIMIT,540,405.52,MODIFY
1749282470070231449,73,INST071,BUY,LIMIT,270,252.32,NEW
1749282470070233746,74,INST064,BUY,LIMIT,290,393.37,NEW
1749282470070235200,75,INST006,BUY,LIMIT,745,104.52,NEW
1749282470070244455,76,INST080,SELL,LIMIT,115,101.82,NEW
1749282470070252568,77,INST060,BUY,LIMIT,460,247.75,NEW
1749282470070260798,59,INST194,SELL,LIMIT,795,110.55,MODIFY
1749282470070268432,78,INST040,SELL,MARKET,780,0,NEW
1749282470070270525,79,INST128,BUY,LIMIT,335,77.65,NEW
1749282470070274976,60,INST018,BUY,LIMIT,805,276.61,MODIFY
1749282470070283650,80,INST036,SELL,MARKET,245,0,NEW
1749282470070284046,81,INST008,SELL,LIMIT,160,295.98,NEW
1749282470070291692,82,INST090,SELL,MARKET,520,0,NEW
1749282470070294747,83,INST073,SELL,LIMIT,355,60.45,NEW
1749282470070304075,5,INST040,BUY,LIMIT,275,0,CANCEL
1749282470070313890,84,INST003,BUY,LIMIT,870,408.65,NEW
1749282470070319864,85,INST080,SELL,LIMIT,275,383.68,NEW
1749282470070325998,9,INST185,SELL,LIMIT,675,290.12,MODIFY
1749282470070332550,86,INST022,BUY,MARKET,630,0,NEW
1749282470070336709,81,INST008,SELL,LIMIT,190,308.65,MODIFY
1749282470070342648,87,INST041,BUY,MARKET,995,0,NEW
1749282470070349669,88,INST141,SELL,LIMIT,920,312.02,NEW
1749282470070350431,62,INST164,SELL,LIMIT,795,204.63,MODIFY
1749282470070355213,33,INST035,SELL,MARKET,575,0,CANCEL
1749282470070355496,89,INST019,BUY,LIMIT,370,121.88,NEW
1749282470070365284,90,INST075,BUY,MARKET,35,0,NEW
1749282470070374098,91,INST054,BUY,LIMIT,755,127.77,NEW
1749282470070381027,41,INST007,BUY,MARKET,290,0,CANCEL
1749282470070386764,84,INST003,BUY,LIMIT,280,399.73,MODIFY
1749282470070393106,39,INST068,SELL,LIMIT,430,390.16,MODIFY
1749282470070397590,92,INST150,BUY,LIMIT,710,436.36,NEW
1749282470070402969,93,INST026,BUY,LIMIT,130,238.33,NEW
1749282470070407632,94,INST163,SELL,LIMIT,330,255.15,NEW
1749282470070410737,56,INST164,BUY,LIMIT,115,386.55,MODIFY
1749282470070418188,95,INST157,BUY,LIMIT,620,267.15,NEW
1749282470070420026,96,INST150,SELL,LIMIT,25,106.79,NEW
1749282470070422691,97,INST114,BUY,LIMIT,120,453.28,NEW
1749282470070431705,98,INST047,SELL,LIMIT,365,121.52,NEW
1749282470070433226,99,INST053,BUY,MARKET,935,0,NEW
1749282470070440749,3,INST053,SELL,LIMIT,210,273.56,MODIFY
1749282470070442517,100,INST001,BUY,MARKET,560,0,NEW
1749282470070443110,101,INST118,BUY,MARKET,620,0,NEW
1749282470070443363,102,INST107,BUY,LIMIT,820,160.29,NEW
1749282470070447279,66,INST060,BUY,MARKET,780,0,CANCEL
1749282470070449054,103,INST127,SELL,LIMIT,275,84.94,NEW
1749282470070457254,104,INST123,BUY,MARKET,260,0,NEW
1749282470070460746,105,INST105,SELL,LIMIT,170,124.49,NEW
1749282470070466249,106,INST186,SELL,LIMIT,340,218.62,NEW
1749282470070475653,107,INST008,SELL,LIMIT,120,65.20,NEW
1749282470070478988,108,INST074,BUY,LIMIT,775,339.35,NEW
1749282470070487218,109,INST128,BUY,LIMIT,840,149.02,NEW
1749282470070492054,48,INST020,SELL,LIMIT,65,0,CANCEL
1749282470070501943,110,INST035,SELL,LIMIT,130,323.81,NEW
1749282470070511109,111,INST131,SELL,MARKET,490,0,NEW
1749282470070513397,112,INST039,SELL,MARKET,870,0,NEW
1749282470070517515,113,INST036,SELL,MARKET,445,0,NEW
1749282470070525961,114,INST037,SELL,MARKET,945,0,NEW
1749282470070535221,115,INST178,SELL,LIMIT,675,89.52,NEW
1749282470070541131,25,INST036,BUY,LIMIT,565,0,CANCEL
1749282470070542335,116,INST107,BUY,MARKET,395,0,NEW
1749282470070544890,109,INST128,BUY,LIMIT,840,0,CANCEL
1749282470070548849,117,INST116,BUY,LIMIT,115,292.51,NEW
1749282470070557916,118,INST050,BUY,LIMIT,35,226.59,NEW
1749282470070561525,119,INST122,SELL,LIMIT,530,90.28,NEW
1749282470070570720,120,INST063,BUY,LIMIT,630,275.98,NEW
1749282470070578466,121,INST095,BUY,LIMIT,670,81.87,NEW
1749282470070582434,122,INST159,BUY,MARKET,470,0,NEW
1749282470070590486,123,INST121,BUY,LIMIT,445,137.08,NEW
1749282470070591277,75,INST006,BUY,LIMIT,105,106.12,MODIFY
1749282470070594678,124,INST015,SELL,LIMIT,165,62.55,NEW
1749282470070599701,125,INST040,BUY,MARKET,250,0,NEW
1749282470070604297,126,INST197,SELL,MARKET,130,0,NEW
1749282470070607212,127,INST102,SELL,LIMIT,300,484.23,NEW
1749282470070607784,35,INST178,SELL,LIMIT,415,245.67,MODIFY
1749282470070617565,105,INST105,SELL,LIMIT,400,124.67,MODIFY
1749282470070618310,19,INST100,BUY,MARKET,585,0,CANCEL
1749282470070623783,128,INST082,SELL,LIMIT,210,429.64,NEW
1749282470070627693,95,INST157,BUY,LIMIT,40,280.28,MODIFY
1749282470070630684,129,INST061,SELL,LIMIT,395,228.87,NEW
1749282470070632385,130,INST168,BUY,LIMIT,320,484.69,NEW
1749282470070639434,131,INST049,BUY,LIMIT,870,99.80,NEW
1749282470070645842,131,INST049,BUY,LIMIT,685,96.45,MODIFY
1749282470070647908,132,INST176,SELL,MARKET,730,0,NEW
1749282470070649585,61,INST136,SELL,LIMIT,335,0,CANCEL
1749282470070651578,133,INST123,SELL,LIMIT,460,333.22,NEW
1749282470070654753,134,INST146,BUY,MARKET,390,0,NEW
1749282470070658959,84,INST003,BUY,LIMIT,870,0,CANCEL
1749282470070660104,129,INST061,SELL,LIMIT,395,0,CANCEL
1749282470070661507,64,INST124,SELL,LIMIT,120,0,CANCEL
1749282470070663952,135,INST019,BUY,LIMIT,960,384.00,NEW
1749282470070668942,136,INST166,SELL,LIMIT,330,73.54,NEW
1749282470070675979,137,INST163,BUY,LIMIT,285,427.33,NEW
1749282470070683550,138,INST181,SELL,MARKET,280,0,NEW
1749282470070684466,3,INST053,SELL,LIMIT,210,442.78,MODIFY
1749282470070691435,139,INST081,SELL,LIMIT,730,434.34,NEW
1749282470070694362,140,INST193,BUY,MARKET,120,0,NEW
1749282470070697510,141,INST121,BUY,MARKET,105,0,NEW
1749282470070702620,142,INST133,SELL,LIMIT,910,404.23,NEW
1749282470070705676,143,INST168,BUY,MARKET,320,0,NEW
1749282470070709280,144,INST025,BUY,LIMIT,570,374.45,NEW
1749282470070717334,137,INST163,BUY,LIMIT,505,420.91,MODIFY
1749282470070720849,83,INST073,SELL,LIMIT,525,62.01,MODIFY
1749282470070724936,145,INST128,SELL,LIMIT,365,284.57,NEW
1749282470070726498,146,INST190,BUY,MARKET,840,0,NEW
1749282470070726847,147,INST012,BUY,LIMIT,815,470.99,NEW
1749282470070733171,35,INST178,SELL,LIMIT,265,0,CANCEL
1749282470070733428,148,INST074,SELL,LIMIT,525,361.67,NEW
1749282470070734019,149,INST044,SELL,LIMIT,465,53.04,NEW
1749282470070740442,150,INST154,SELL,MARKET,590,0,NEW
1749282470070746640,108,INST074,BUY,LIMIT,775,0,CANCEL
1749282470070750362,151,INST060,SELL,MARKET,260,0,NEW
1749282470070753493,152,INST115,SELL,MARKET,700,0,NEW
1749282470070754675,58,INST184,BUY,LIMIT,665,192.01,MODIFY
1749282470070764273,153,INST103,SELL,MARKET,370,0,NEW
1749282470070769483,154,INST169,SELL,MARKET,240,0,NEW
1749282470070773879,8,INST053,BUY,LIMIT,110,462.69,MODIFY
1749282470070779773,155,INST166,SELL,LIMIT,395,145.61,NEW
1749282470070785518,156,INST049,SELL,MARKET,705,0,NEW
1749282470070789407,149,INST044,SELL,LIMIT,460,52.40,MODIFY
1749282470070797303,157,INST054,BUY,LIMIT,600,354.19,NEW
1749282470070805314,158,INST094,BUY,MARKET,695,0,NEW
1749282470070809324,159,INST188,BUY,MARKET,885,0,NEW
1749282470070818273,160,INST167,BUY,LIMIT,285,385.17,NEW
1749282470070825192,161,INST003,SELL,MARKET,280,0,NEW
1749282470070829184,162,INST029,BUY,LIMIT,315,60.60,NEW
1749282470070835644,74,INST064,BUY,LIMIT,290,0,CANCEL
1749282470070838171,163,INST167,SELL,LIMIT,335,218.38,NEW
1749282470070846765,164,INST015,SELL,LIMIT,605,170.38,NEW
1749282470070855451,145,INST128,SELL,LIMIT,310,272.82,MODIFY
1749282470070863427,163,INST167,SELL,LIMIT,335,0,CANCEL
1749282470070864680,165,INST032,SELL,MARKET,435,0,NEW
1749282470070869828,166,INST192,SELL,LIMIT,195,386.03,NEW
1749282470070874375,99,INST053,BUY,LIMIT,270,152.81,MODIFY
1749282470070876815,167,INST014,SELL,MARKET,720,0,NEW
1749282470070878966,168,INST109,BUY,MARKET,35,0,NEW
1749282470070880016,169,INST153,BUY,LIMIT,385,261.57,NEW
1749282470070886019,170,INST068,SELL,LIMIT,305,105.80,NEW
1749282470070890740,131,INST049,BUY,LIMIT,870,0,CANCEL
1749282470070894225,171,INST096,SELL,MARKET,775,0,NEW
1749282470070894740,172,INST177,SELL,MARKET,250,0,NEW
1749282470070900892,173,INST005,BUY,MARKET,810,0,NEW
1749282470070903312,174,INST193,BUY,LIMIT,55,385.76,NEW
1749282470070912057,175,INST176,SELL,LIMIT,390,121.15,NEW
1749282470070914153,176,INST034,SELL,LIMIT,325,244.86,NEW
1749282470070921170,177,INST119,BUY,MARKET,40,0,NEW
1749282470070929889,178,INST027,SELL,LIMIT,540,359.76,NEW
1749282470070931071,34,INST086,BUY,MARKET,760,0,CANCEL
1749282470070938641,179,INST148,BUY,LIMIT,310,474.55,NEW
1749282470070946961,177,INST119,BUY,MARKET,40,0,CANCEL
1749282470070954007,180,INST091,BUY,MARKET,815,0,NEW
1749282470070960480,55,INST178,BUY,LIMIT,720,179.99,MODIFY
1749282470070963426,181,INST166,BUY,LIMIT,140,290.07,NEW
1749282470070965559,162,INST029,BUY,LIMIT,345,58.38,MODIFY
1749282470070969963,182,INST152,BUY,MARKET,925,0,NEW
1749282470070971235,183,INST023,BUY,LIMIT,620,485.69,NEW
1749282470070978123,113,INST036,SELL,MARKET,445,0,CANCEL
1749282470070986250,184,INST011,BUY,LIMIT,460,63.86,NEW
1749282470070993074,185,INST137,SELL,LIMIT,545,441.35,NEW
1749282470071000742,186,INST004,BUY,LIMIT,80,388.24,NEW
1749282470071002168,187,INST149,BUY,MARKET,905,0,NEW
1749282470071009037,188,INST134,SELL,MARKET,385,0,NEW
1749282470071011006,189,INST131,BUY,MARKET,605,0,NEW
1749282470071015328,190,INST039,SELL,LIMIT,400,56.38,NEW
1749282470071024160,18,INST171,BUY,MARKET,940,0,CANCEL
1749282470071026929,191,INST043,SELL,LIMIT,170,388.01,NEW
1749282470071034047,103,INST127,SELL,LIMIT,275,0,CANCEL
1749282470071042451,45,INST059,BUY,MARKET,950,0,CANCEL
1749282470071047388,192,INST021,BUY,MARKET,285,0,NEW
1749282470071050239,124,INST015,SELL,LIMIT,65,61.30,MODIFY
1749282470071058462,193,INST123,SELL,MARKET,35,0,NEW
1749282470071062282,181,INST166,BUY,LIMIT,140,0,CANCEL
1749282470071068578,194,INST023,SELL,LIMIT,530,318.59,NEW
1749282470071071807,107,INST008,SELL,LIMIT,120,0,CANCEL
1749282470071077253,195,INST125,SELL,LIMIT,205,274.75,NEW
1749282470071084987,17,INST119,SELL,MARKET,505,0,CANCEL
1749282470071087039,21,INST186,SELL,MARKET,700,0,CANCEL
1749282470071088209,196,INST176,SELL,MARKET,530,0,NEW
1749282470071090463,197,INST008,SELL,LIMIT,945,389.33,NEW
1749282470071093726,198,INST134,SELL,MARKET,135,0,NEW
1749282470071097077,32,INST117,SELL,LIMIT,690,0,CANCEL
1749282470071101903,79,INST128,BUY,LIMIT,335,0,CANCEL
1749282470071106552,137,INST163,BUY,LIMIT,845,421.79,MODIFY
1749282470071113936,199,INST193,SELL,LIMIT,470,115.59,NEW
1749282470071115235,200,INST023,BUY,MARKET,595,0,NEW
1749282470071124757,201,INST167,SELL,MARKET,820,0,NEW
1749282470071127845,160,INST167,BUY,LIMIT,285,0,CANCEL
1749282470071134099,174,INST193,BUY,LIMIT,910,376.35,MODIFY
1749282470071141141,202,INST065,SELL,LIMIT,650,478.53,NEW
1749282470071142910,203,INST123,BUY,MARKET,410,0,NEW
1749282470071144251,127,INST102,SELL,LIMIT,300,0,CANCEL
1749282470071148885,156,INST049,SELL,MARKET,705,0,CANCEL
1749282470071151028,204,INST092,SELL,LIMIT,55,289.97,NEW
1749282470071153025,185,INST137,SELL,LIMIT,690,454.10,MODIFY
1749282470071161446,141,INST121,BUY,LIMIT,480,389.31,MODIFY
1749282470071163494,205,INST021,BUY,LIMIT,875,103.32,NEW
1749282470071167335,199,INST193,SELL,LIMIT,930,115.45,MODIFY
1749282470071177123,130,INST168,BUY,LIMIT,320,0,CANCEL
1749282470071178613,52,INST137,SELL,LIMIT,90,144.50,MODIFY
1749282470071188140,206,INST052,BUY,LIMIT,740,274.52,NEW
1749282470071197311,207,INST001,BUY,LIMIT,55,68.42,NEW
1749282470071201729,208,INST179,SELL,MARKET,830,0,NEW
1749282470071206231,162,INST029,BUY,LIMIT,500,63.06,MODIFY
1749282470071212191,57,INST148,SELL,MARKET,530,0,CANCEL
1749282470071218386,209,INST089,BUY,MARKET,295,0,NEW
1749282470071219029,210,INST131,SELL,MARKET,640,0,NEW
1749282470071226149,211,INST153,SELL,MARKET,260,0,NEW
1749282470071235660,212,INST131,SELL,LIMIT,30,410.85,NEW
1749282470071236970,213,INST195,BUY,MARKET,725,0,NEW
1749282470071246485,59,INST194,SELL,LIMIT,655,464.37,MODIFY
1749282470071250795,126,INST197,SELL,LIMIT,820,149.49,MODIFY
1749282470071260404,214,INST123,BUY,MARKET,435,0,NEW
1749282470071268051,155,INST166,SELL,LIMIT,115,145.62,MODIFY
1749282470071270280,28,INST061,BUY,LIMIT,35,368.53,MODIFY
1749282470071279955,215,INST056,BUY,LIMIT,950,454.37,NEW
1749282470071289613,216,INST121,SELL,LIMIT,560,269.76,NEW
1749282470071293645,135,INST019,BUY,LIMIT,955,383.48,MODIFY
1749282470071294314,217,INST173,SELL,LIMIT,75,356.62,NEW
1749282470071301254,218,INST142,SELL,LIMIT,200,138.08,NEW
1749282470071309162,219,INST006,BUY,MARKET,785,0,NEW
1749282470071315085,110,INST035,SELL,LIMIT,500,324.97,MODIFY
1749282470071324209,220,INST069,SELL,LIMIT,970,426.52,NEW
1749282470071330821,221,INST121,SELL,LIMIT,725,223.35,NEW
1749282470071337665,222,INST024,SELL,LIMIT,375,309.40,NEW
1749282470071343646,223,INST187,BUY,LIMIT,335,453.14,NEW
1749282470071344943,46,INST141,SELL,LIMIT,220,182.88,MODIFY
1749282470071351654,126,INST197,SELL,MARKET,130,0,CANCEL
1749282470071352910,220,INST069,SELL,LIMIT,170,438.36,MODIFY
1749282470071360139,157,INST054,BUY,LIMIT,600,0,CANCEL
1749282470071362040,224,INST045,BUY,MARKET,730,0,NEW
1749282470071371591,225,INST154,BUY,MARKET,10,0,NEW
1749282470071371729,226,INST148,BUY,LIMIT,340,62.55,NEW
1749282470071380499,89,INST019,BUY,LIMIT,370,0,CANCEL
1749282470071390160,171,INST096,SELL,MARKET,775,0,CANCEL
1749282470071393306,143,INST168,BUY,MARKET,320,0,CANCEL
1749282470071396748,9,INST185,SELL,LIMIT,630,427.05,MODIFY
1749282470071399871,227,INST002,BUY,MARKET,765,0,NEW
1749282470071401101,134,INST146,BUY,LIMIT,980,381.29,MODIFY
1749282470071403558,228,INST002,SELL,LIMIT,670,386.70,NEW
1749282470071404814,229,INST123,BUY,LIMIT,240,435.52,NEW
1749282470071410501,230,INST070,SELL,MARKET,15,0,NEW
1749282470071415387,128,INST082,SELL,LIMIT,820,445.48,MODIFY
1749282470071423571,231,INST027,BUY,MARKET,730,0,NEW
1749282470071431924,232,INST180,SELL,MARKET,690,0,NEW
1749282470071432327,233,INST049,BUY,MARKET,255,0,NEW
1749282470071437751,234,INST010,BUY,LIMIT,325,450.55,NEW
1749282470071440352,235,INST180,BUY,LIMIT,25,373.49,NEW
1749282470071447141,166,INST192,SELL,LIMIT,195,0,CANCEL
1749282470071450105,203,INST123,BUY,MARKET,410,0,CANCEL
1749282470071452722,83,INST073,SELL,LIMIT,355,0,CANCEL
1749282470071459071,236,INST188,SELL,LIMIT,585,485.11,NEW
1749282470071461640,237,INST160,BUY,LIMIT,435,296.21,NEW
1749282470071469974,26,INST137,BUY,LIMIT,455,0,CANCEL
1749282470071478954,75,INST006,BUY,LIMIT,555,100.75,MODIFY
1749282470071480189,56,INST164,BUY,MARKET,270,0,CANCEL
1749282470071483697,238,INST036,SELL,LIMIT,720,455.27,NEW
1749282470071488475,67,INST142,SELL,LIMIT,250,160.48,MODIFY
1749282470071492489,239,INST197,SELL,LIMIT,805,327.17,NEW
1749282470071497760,240,INST044,SELL,MARKET,335,0,NEW
1749282470071502861,176,INST034,SELL,LIMIT,325,0,CANCEL
1749282470071510728,229,INST123,BUY,LIMIT,240,0,CANCEL
1749282470071515034,208,INST179,SELL,LIMIT,800,338.58,MODIFY
1749282470071523634,241,INST147,SELL,MARKET,240,0,NEW
1749282470071524072,242,INST167,BUY,LIMIT,960,295.03,NEW
1749282470071526411,243,INST169,SELL,LIMIT,880,156.23,NEW
1749282470071528722,31,INST198,SELL,LIMIT,825,311.91,MODIFY
1749282470071530755,244,INST111,BUY,LIMIT,365,342.59,NEW
1749282470071532686,245,INST007,SELL,MARKET,655,0,NEW
1749282470071536499,246,INST020,SELL,LIMIT,660,270.81,NEW
1749282470071540516,38,INST191,SELL,LIMIT,585,0,CANCEL
1749282470071541223,247,INST027,SELL,MARKET,375,0,NEW
1749282470071549804,248,INST139,SELL,LIMIT,460,123.92,NEW
1749282470071556720,249,INST029,SELL,LIMIT,485,377.15,NEW
1749282470071561070,250,INST002,SELL,LIMIT,975,443.33,NEW
1749282470071563286,251,INST024,BUY,MARKET,80,0,NEW
1749282470071570632,252,INST083,SELL,LIMIT,405,195.32,NEW
1749282470071575921,253,INST178,SELL,MARKET,510,0,NEW
1749282470071582307,254,INST195,SELL,MARKET,140,0,NEW
1749282470071590523,255,INST100,BUY,MARKET,55,0,NEW
1749282470071596912,256,INST155,BUY,MARKET,940,0,NEW
1749282470071601519,165,INST032,SELL,MARKET,435,0,CANCEL
1749282470071605172,257,INST189,SELL,MARKET,80,0,NEW
1749282470071613105,110,INST035,SELL,LIMIT,130,0,CANCEL
1749282470071618992,258,INST163,BUY,MARKET,935,0,NEW
1749282470071620063,259,INST178,SELL,LIMIT,940,83.67,NEW
1749282470071624943,260,INST004,SELL,LIMIT,860,419.98,NEW
1749282470071627861,150,INST154,SELL,MARKET,590,0,CANCEL
1749282470071629603,261,INST070,BUY,MARKET,185,0,NEW
1749282470071636038,50,INST200,SELL,LIMIT,830,393.41,MODIFY
1749282470071637656,262,INST141,BUY,LIMIT,110,249.43,NEW
1749282470071639210,263,INST003,BUY,MARKET,430,0,NEW
1749282470071639963,162,INST029,BUY,LIMIT,540,62.28,MODIFY
1749282470071647850,264,INST045,BUY,MARKET,560,0,NEW
1749282470071650184,265,INST137,SELL,MARKET,505,0,NEW
1749282470071656219,266,INST148,SELL,MARKET,105,0,NEW
1749282470071664491,267,INST115,SELL,LIMIT,170,336.42,NEW
1749282470071670379,268,INST127,BUY,LIMIT,625,62.46,NEW
1749282470071674792,68,INST148,BUY,LIMIT,135,138.79,MODIFY
1749282470071679466,62,INST164,SELL,LIMIT,845,0,CANCEL
1749282470071686539,269,INST130,SELL,MARKET,505,0,NEW
1749282470071686979,211,INST153,SELL,MARKET,260,0,CANCEL
1749282470071693316,30,INST074,BUY,MARKET,530,0,CANCEL
1749282470071696902,270,INST191,BUY,LIMIT,275,440.98,NEW
1749282470071703494,78,INST040,SELL,MARKET,780,0,CANCEL
1749282470071710564,9,INST185,SELL,LIMIT,620,298.55,MODIFY
1749282470071715399,271,INST193,BUY,LIMIT,405,141.11,NEW
1749282470071718185,226,INST148,BUY,LIMIT,175,62.05,MODIFY
1749282470071721188,164,INST015,SELL,LIMIT,605,0,CANCEL
1749282470071730351,272,INST027,SELL,MARKET,95,0,NEW
1749282470071740318,273,INST174,BUY,MARKET,180,0,NEW
